nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0861898	Sunny Besen Thrasher	1976	\N	actor,producer,production_manager	tt0090799,tt3558828,tt0400673,tt0088885
nm0863904	Giuseppe Tinelli	\N	\N	cinematographer,camera_department	tt0248716,tt0084040,tt0179884,tt0103065
nm0864169	George Aliceson Tipton	1932	2016	composer,music_department,soundtrack	tt0071994,tt0064665,tt0069762,tt0088526
nm0871546	Arthur Treacher	1894	1975	actor,soundtrack	tt0028988,tt0058331,tt0028315,tt0031580
nm0873739	David Troughton	1950	\N	actor,soundtrack	tt0078590,tt0108108,tt0179051,tt5158522
nm0883007	Christian Vadim	1963	\N	actor	tt0167673,tt0118572,tt0463283,tt0377073
nm0883394	Robert Vakily	\N	\N	editor,director,special_effects	tt0098486,tt0306663,tt3412858,tt3006246
nm0883684	Nikki Valdez	\N	\N	actress,soundtrack	tt0159855,tt2104022,tt0368323,tt1781768
nm0883742	Manuel Valdivia	1957	\N	writer,producer,director	tt0231040,tt1534363,tt0124938,tt0948186
nm0892260	Concha Velasco	1939	\N	actress,soundtrack	tt0072302,tt0088246,tt0117130,tt2006421
nm0895406	Adam Vetri	\N	\N	director,producer,assistant_director	tt0209188,tt1226726,tt3799566,tt7288952
nm0897032	Roberto Vignati	\N	\N	director,writer	tt0209723,tt0300815,tt0170888,tt0229116
nm0897745	Tadeo Villalba hijo	1962	\N	producer,art_department,production_manager	tt1698445,tt0091981,tt0497465,tt0947810
nm0897852	Juan Carlos Villamizar	\N	\N	director,producer,actor	tt0238766,tt1244575,tt0495923,tt0283770
nm0898139	Leopoldo Villaseñor	1941	\N	cinematographer,camera_department,miscellaneous	tt0104545,tt0101317,tt0083573,tt0103030
nm0900943	Oliver Vogel	\N	\N	producer	tt1808967,tt3814852,tt1410219,tt3923278
nm0905311	Justine Waddell	1975	\N	actress,director,writer	tt0126100,tt0460791,tt1772980,tt0402910
nm0906667	Andrzej Wajda	1926	2016	director,writer,producer	tt0072446,tt0083789,tt0075902,tt0879843
nm0907247	Louis Waldon	1934	2013	actor,miscellaneous	tt0093550,tt0376098,tt0062979,tt0260516
nm0908526	Art Wallace	\N	\N	writer,producer,miscellaneous	tt0059978,tt0053508,tt0060028,tt0443389
nm0910180	Ashley Walters	1982	\N	actor,soundtrack	tt0380389,tt0385568,tt0430308,tt0811080
nm0914433	Colin Watkinson	\N	\N	cinematographer,camera_department,visual_effects	tt1253864,tt0112682,tt0460791,tt5834204
nm0915523	Carol Wayne	1942	1985	actress	tt0063415,tt0061277,tt0058815,tt0058816
nm0917026	Tony Webster	1922	1987	writer,miscellaneous	tt0054528,tt0047763,tt0065308,tt0075529
nm0917704	Julián Weich	1966	\N	actor	tt0219447,tt0205706,tt0382739,tt0219429
nm0919734	Kurt Weldon	\N	\N	miscellaneous,producer,director	tt6337766,tt0892700,tt0387741,tt0278866
nm0919960	Violet Welles	\N	\N	writer	tt0059978
nm0920174	Deborah Wells	1970	\N	actress,director,art_director	tt0207522,tt0281340,tt0289325,tt0199745
nm0923610	Kevin Whately	1951	\N	actor	tt0874608,tt0116209,tt0086665,tt0092379
nm0934008	Reno Wilson	1969	\N	actor,producer,writer	tt2109248,tt0418279,tt1055369,tt1399103
nm0939869	Martin Wood	\N	\N	producer,director,assistant_director	tt5651844,tt0965394,tt0929629,tt3952222
nm0940230	Henri Woode	1909	1994	soundtrack,composer	tt0099073,tt1876451,tt1144467,tt0844683
nm0941506	Jo Anne Worley	1937	\N	actress,soundtrack	tt0101414,tt0062601,tt0111910,tt0113198
nm0942027	Ardel Wray	1907	1983	writer,miscellaneous	tt0037820,tt0035855,tt0036104,tt0036027
nm0944985	Akiko Yajima	1967	\N	actress,soundtrack	tt0280240,tt1174954,tt0409848,tt0216651
nm0946904	Michael Yavnielli	1974	\N	actor	tt1404830,tt0285333,tt1523939,tt1230414
nm0949597	Harold Young	1897	1972	director,editor,actor	tt0025748,tt0030800,tt0035096,tt0038103
nm0961243	Tetsuko Kuroyanagi	1933	\N	actress,writer	tt0112862,tt0094168,tt5504768,tt5764350
nm0974080	Billy Gardell	1969	\N	actor,producer,writer	tt0372873,tt0275947,tt0307987,tt4694544
nm0990443	Brian Caruso	1988	\N	actor	tt0220203,tt0202197,tt0310401,tt0224937
nm0992007	Jean-Luc Reichmann	1960	\N	actor,producer,writer	tt0168400,tt0101152,tt3371556,tt0197975
nm0992986	Kruttika Desai	1968	\N	actress	tt6380900,tt0093263,tt0374279,tt0401916
nm0996348	Alejandro Pohlenz	\N	\N	writer,producer	tt0211832,tt1197892,tt0389662,tt0211859
nm0997109	Minoru Inao	1943	\N	director,writer,producer	tt2505778,tt3706508,tt4352550,tt5644556
nm1004299	Brad Falchuk	\N	\N	producer,writer,director	tt1327801,tt1844624,tt4145384,tt0361217
nm1007928	Mat Ranillo III	1956	\N	actor	tt0359196,tt0336820,tt0359487,tt0474912
nm1014392	Özkan Arslan	\N	\N	camera_department,writer,director	tt1401152,tt4089290,tt0189998,tt2358925
nm1030267	Hyuk Jang	1976	\N	actor	tt3544326,tt3246308,tt2980528,tt0409072
nm1030442	Oktay Kaynarca	1965	\N	actor,producer	tt0940765,tt0302463,tt0421384,tt0115023
nm1035415	Juan Carlos García	1971	\N	actor	tt1069246,tt1320211,tt5378720,tt0495925
nm1041120	Jorge Palaz	\N	\N	director,producer,actor	tt0231036,tt0219447,tt1644998,tt0219436
nm1043012	José Manuel Parada	\N	\N	director,actor,camera_department	tt0373497,tt0073280,tt6295836,tt0278512
nm1055302	Rhys Darby	1974	\N	actor,writer,soundtrack	tt3416742,tt0863046,tt1068680,tt1131729
nm1066117	Tatsuya Nagatomo	1953	\N	actor	tt2181720,tt5554798,tt0085263,tt0142321
nm1067801	Wes Boatman	\N	\N	composer,music_department,soundtrack	tt0057731,tt0048845,tt0044265,tt0192917
nm1067892	Reed Brown	\N	\N	writer,editor,editorial_department	tt0166910,tt0447205,tt0298175,tt0297835
nm1075980	Leonardo Bechini	\N	\N	writer,director,producer	tt2797712,tt0219449,tt5143716,tt0252787
nm1079368	David Milhous	1967	\N	editor,editorial_department,miscellaneous	tt0450920,tt4662568,tt6146590,tt0244365
nm1080629	Elena Antonietto	\N	\N	writer	tt0287284,tt0307751,tt0281463,tt0231009
nm1083216	Mayana Blum	\N	\N	actress	tt0300815
nm1087162	Seok-woo Kang	\N	\N	actor	tt0306929,tt0379048,tt2275419,tt0348854
nm1089854	Rohan Gottschalk	1977	\N	writer,producer	tt0096597
nm1102053	Mitchel Musso	1991	\N	actor,music_department,soundtrack	tt0327137,tt0385880,tt1571313
nm1102140	Josh Radnor	1974	\N	actor,soundtrack,director	tt1481572,tt1872818,tt0460649,tt0277371
nm1102215	Florian Scheuba	1965	\N	writer,actor,soundtrack	tt0303754,tt0990417,tt0896679,tt0871862
nm1102269	Máximo Soto	\N	\N	writer	tt0100433,tt0219447,tt0346290,tt0090118
nm1102891	Kristen Schaal	1978	\N	actress,soundtrack,miscellaneous	tt0477051,tt1985966,tt1204342,tt1865718
nm1106501	Óscar Tabernise	\N	\N	writer,director	tt0219449,tt0368517,tt0352047,tt1104860
nm1107593	Justin D. Robertson	1978	\N	editor,editorial_department,producer	tt1001470,tt3076586,tt1442552,tt1365047
nm1121058	Pelle Holmgren	\N	\N	writer,cinematographer,art_department	tt1358540,tt1948164,tt0120263,tt1278449
nm1129362	Billy Bush	1971	\N	actor,music_department,producer	tt1226229,tt0327162,tt2245084,tt0800039
nm1130234	Tinzar Lwyn	\N	\N	producer,editor,editorial_department	tt0466566,tt0303350,tt0376827,tt2931524
nm1130439	Isabel Perez	\N	\N	producer,production_manager,writer	tt0328868,tt6797154,tt3322570,tt1808372
nm1130627	Cobie Smulders	1982	\N	actress,soundtrack	tt1702439,tt2395427,tt0848228,tt3393786
nm1131080	Martin Vaughn	\N	\N	actor	tt0096592,tt0144584,tt0163924,tt0108709
nm1139220	Roly Reves	1976	\N	actor	tt0463169,tt6214922,tt1106735,tt0337128
nm1139388	Gisela Birke	\N	\N	actress	tt0914702,tt0989125,tt0048882,tt0055096
nm1139932	Jeffrey Lerner	\N	\N	producer,director,writer	tt1881098,tt1609789,tt2149342,tt2547870
nm1141657	Ho-jin Chun	1960	\N	actor	tt5079024,tt0821442,tt0294252,tt1588170
nm1141894	Martín Lantigua	\N	\N	actor	tt0375503,tt1171896,tt0401958,tt0495925
nm1150068	Pamela Miras	\N	\N	miscellaneous,writer,director	tt1690301,tt1259811,tt2529904,tt7671056
